stop_id,stop_name,stop_lat,stop_lon
700000000583,Willowfield Crescent,54.589636,-5.901864
700000000584,Shore Road (Grays Lane),54.642053,-5.922366
700000000585,Cherryville Street,54.592607,-5.904565
700000000586,Parkmount,54.640323,-5.923036
700000000587,Woodstock Lodge,54.594640,-5.907315
700000000588,Shore Crescent,54.638306,-5.923369
700000000589,Locksley House,54.578979,-5.877838
700000000590,Donegall Park Avenue,54.637312,-5.923242
700000000591,Robinson Centre,54.577663,-5.882667
700000000592,Loughside,54.635243,-5.923244
700000000593,Stirling Avenue,54.577296,-5.887927
700000000594,Lowwood Park,54.632429,-5.922957
700000000595,Castlereagh College,54.577513,-5.892917
700000000596,Mount Vernon,54.630720,-5.922390
700000000597,Castlereagh College,54.577446,-5.894459
700000000598,Shore Road (Safeway),54.627873,-5.923650
700000000599,Stirling Avenue,54.577283,-5.888885
700000000600,York Drive,54.625637,-5.923279
700000000601,Robinson Centre,54.577784,-5.883112
700000000603,Locksley House,54.578815,-5.878178
700000000604,Seaview,54.624146,-5.922950
700000000605,Castledona,54.576634,-5.876082
700000000606,Skegoneill,54.621105,-5.923540
700000000607,Glensharragh,54.574682,-5.880572
700000000608,Fife Street,54.619883,-5.923500
700000000609,Lisnasharragh,54.572812,-5.884186
700000000610,Ivan Street,54.617579,-5.923820
700000000611,McCaughan Park,54.571486,-5.886537
700000000612,Mountcollyer,54.615236,-5.924245
700000000613,St Finnian's Church,54.569924,-5.892053
700000000615,Stirling Avenue,54.571756,-5.886532
700000000616,York Street (St Paul's),54.611991,-5.923359
700000000617,Rochester Road,54.573318,-5.883832
700000000618,Yorkgate Station,54.610682,-5.922954
700000000619,Clonduff Drive,54.575370,-5.879584
700000000620,Yorkgate,54.609952,-5.924402
700000000621,Carncaver Road,54.577011,-5.875824
700000000622,Upper Canning Street,54.612036,-5.926695
700000000623,Knock Road,54.579791,-5.871304
700000000624,Cosgrave Street,54.614016,-5.926374
700000000626,90 Limestone Road,54.614881,-5.927961
700000000627,127 Knock Road,54.586722,-5.859295
700000000628,Newington Pres Church,54.615651,-5.930561
700000000629,Marie Curie Centre,54.587883,-5.857005
700000000630,Lawther Street,54.616210,-5.932180
700000000631,Knock Headquarters,54.589695,-5.856046
700000000632,Atlantic Avenue,54.617182,-5.934661
700000000633,Knock Headquarters,54.589484,-5.855871
700000000634,Limestone Road (Antrim Road),54.618285,-5.937511
700000000635,Marie Curie Centre,54.587724,-5.857207
700000000636,Waterworks,54.619194,-5.939443
700000000637,Knockvale Park,54.586939,-5.858681
700000000638,Richmond Square,54.620169,-5.940978
700000000639,Short Strand,54.599197,-5.911873
700000000640,Rosemount Gardens,54.620829,-5.941678
700000000641,Mountpottinger Road,54.598264,-5.909568
700000000642,Marsden Terrace,54.622205,-5.942524
700000000643,Madrid Street,54.596379,-5.907234
700000000645,Castlereagh Street (Albertbridge Road),54.594816,-5.904374
700000000646,Madison Avenue,54.624906,-5.943266
700000000647,Paxton Street,54.593619,-5.901905
700000000648,Westland Road,54.626611,-5.943664
700000000649,John Long's Corner,54.592318,-5.899302
700000000650,Inver Avenue,54.628380,-5.944300
700000000651,Clara Street,54.590648,-5.897547
700000000652,120 Cavehill Road,54.630200,-5.945577
700000000653,Channing Street,54.588726,-5.896047
700000000654,Bonaparte's,54.632966,-5.947628
700000000656,Sunningdale Park,54.632723,-5.951496
700000000657,Loopland Park,54.586195,-5.891717
700000000658,Kilcoole Park,54.632033,-5.956638
700000000659,Ladas Drive,54.585393,-5.890077
700000000660,Carr's Glen (Joanmount),54.630479,-5.961231
700000000661,Eastside Park & Ride,54.600326,-5.911981
700000000662,Boys' Model School,54.631497,-5.959826
700000000663,Orby Place,54.583841,-5.886615
700000000664,Kilcoole Park,54.632081,-5.956798
700000000665,Houston Park,54.582242,-5.882917
700000000666,Slievedarragh Park,54.633045,-5.949884
700000000668,Shandarragh Park,54.632166,-5.947318
700000000669,Orby Street,54.580729,-5.879351
700000000670,Henderson Avenue,54.630685,-5.945872
700000000671,Montgomery Road,54.579435,-5.876209
700000000672,Inver Avenue,54.628146,-5.944029
700000000673,Clonduff,54.578725,-5.874531
700000000674,Charnwood Avenue,54.627046,-5.943566
700000000675,Brentwood Park,54.577714,-5.871571
700000000676,Westland Road,54.625149,-5.943243
700000000677,Ballygowan Road,54.575885,-5.868564
700000000678,Kansas Avenue,54.623798,-5.943035
700000000679,Glen Road,54.576744,-5.866463
700000000680,Parkview Lodge,54.622379,-5.942432
700000000681,Roddens Gardens,54.579181,-5.865904
700000000682,Rosemount Gardens,54.620712,-5.941434
700000000683,Whincroft Road,54.581102,-5.866303
700000000684,Limestone Road (Antrim Road),54.618533,-5.937922
700000000685,Glen Rise,54.579935,-5.863979
700000000686,Atlantic Avenue,54.617617,-5.935664
700000000687,The Square,54.579146,-5.861922
700000000688,Currie Primary School,54.616110,-5.931659
700000000689,Ravenswood Park,54.577855,-5.858982
700000000690,Cosgrave Heights,54.615085,-5.928353
700000000691,Creevy Avenue,54.577933,-5.854020
700000000692,Mervue Street,54.613354,-5.926249
700000000693,Braniel Church,54.578436,-5.851498
700000000694,Upper Canning Street,54.612170,-5.926429
700000000695,Woodview Drive,54.579363,-5.850641
700000000696,Yorkgate,54.610283,-5.924729
700000000697,Braniel (Farmhurst Green),54.580358,-5.849032
700000000699,178 Lower Braniel Road,54.580493,-5.845359
700000000700,Mountcollyer Road,54.615393,-5.926321
700000000701,Briarwood Park,54.582275,-5.840790
700000000702,Castleton Avenue,54.616912,-5.925522
700000000704,72 Alexandra Park Avenue,54.618000,-5.927487
700000000706,Elim Christian Centre,54.618548,-5.929446
700000000708,3 Jellicoe Avenue,54.619795,-5.931473
700000000710,Grove Playing Fields,54.621665,-5.930940
700000000712,Skegoneill Drive,54.623321,-5.931720
700000000714,Somerton Inn,54.625009,-5.933201
700000000715,293 Lower Braniel Road,54.582608,-5.840233
700000000716,Somerton Road (Hospice),54.626346,-5.933842
700000000717,237 Lower Braniel Road,54.580228,-5.846062
700000000718,Somerton Road (Fortwilliam Park),54.628395,-5.935001
700000000719,Woodview Drive,54.579350,-5.850485
700000000720,Dominican College,54.630465,-5.935511
700000000721,Braniel Church,54.578276,-5.851730
700000000722,96 Somerton Road,54.632121,-5.935206
700000000723,Creevy Avenue,54.577846,-5.854476
700000000724,Landsdowne Road,54.634376,-5.934153
700000000725,Braniel Primary School,54.577770,-5.859392
700000000726,Glastonbury Avenue,54.635679,-5.933628
700000000727,The Square,54.578747,-5.862333
700000000728,Castle Avenue,54.637333,-5.933384
700000000729,Glen Rise,54.580084,-5.864395
700000000730,Donegall Park Avenue,54.638580,-5.929877
700000000731,Whincroft Road,54.581040,-5.866267
700000000732,Downview Avenue,54.640164,-5.929580
700000000733,Roddens Gardens,54.578782,-5.865727
700000000734,Downview,54.639628,-5.932505
700000000735,Glen Road,54.576497,-5.866579
700000000736,Donegall Park Avenue,54.638074,-5.933022
700000000737,Ballygowan Road,54.575585,-5.868660
700000000738,Castle Avenue,54.637162,-5.933399
700000000739,Brentwood Park,54.577537,-5.871461
700000000740,Glastonbury Avenue,54.635190,-5.933751
700000000741,Clonduff,54.578579,-5.874595
700000000742,Landsdowne Road,54.633787,-5.934313
700000000743,Marshalls Road,54.581356,-5.881377
700000000744,Somerton Park,54.632370,-5.934997
700000000745,Orangefield Cres.,54.582600,-5.884097
700000000746,Dominican College,54.630378,-5.935409
700000000747,Trigo Parade,54.583776,-5.886686
700000000748,Somerton Road (Fortwilliam Park),54.627601,-5.934536
700000000749,Ladas Drive,54.585392,-5.890386
700000000750,Somerton Road (Hospice),54.626430,-5.933757
700000000751,Loopland,54.586606,-5.892903
700000000752,Somerton Inn,54.624570,-5.933158
700000000754,Fortwilliam Parade,54.623414,-5.931621
700000000755,Ardgowan Street,54.588940,-5.896393
700000000756,Grove Playing Fields,54.621405,-5.930900
700000000757,Clara Street,54.590392,-5.897678
700000000758,Alexandra Park Avenue,54.619572,-5.931420
700000000759,John Long's Corner,54.591937,-5.899111
700000000760,145 Alexandra Park Avenue,54.618777,-5.929856
700000000761,Paxton Street,54.593672,-5.902220
700000000762,41 Alexandra Park Avenue,54.617861,-5.926203
700000000763,Castlereagh Street (Albertbridge Road),54.594735,-5.904381
700000000764,Castleton Avenue,54.616617,-5.925463
700000000765,The Green,54.595752,-5.906322
700000000766,Mountcollyer,54.615362,-5.926194
700000000767,Mountpottinger Road,54.596914,-5.908199
700000000769,Short Strand (Mountpottinger),54.598318,-5.910936
700000000770,Cairnburn Gardens No 36,54.607165,-5.851642
700000000771,Scirocco Works,54.598904,-5.912294
700000000773,Old Holywood Road (Kennelbridge) Outside No 116,54.610107,-5.852478
700000000774,Arthur Road,54.654482,-5.927349
700000000775,Pottinger Street,54.592695,-5.903210
700000000776,McIlroy Court,54.654546,-5.927898
700000000777,Calvin Street,54.592741,-5.901232
700000000778,Longlands Road,54.656022,-5.921759
700000000779,Trillick Street,54.592568,-5.899063
700000000780,Abbeycentre,54.657154,-5.918750
700000000781,Avoniel Road,54.591977,-5.896219
700000000782,Abbeycentre,54.656548,-5.916908
700000000783,Elmgrove,54.591637,-5.892516
700000000784,Abbeycentre,54.654918,-5.919760
700000000785,Bloomfield Mill,54.592768,-5.889526
700000000786,Longlands Road,54.655828,-5.921911
700000000787,Bloomfield Road (St Donard's),54.593443,-5.886137
700000000789,Lichfield Avenue,54.592484,-5.883521
700000000791,Bloomfield,54.591369,-5.880441
700000000792,North Street,54.602285,-5.932540
700000000793,North Road,54.593620,-5.876149
700000000794,Peter's Hill,54.603138,-5.936728
700000000795,Cypress Gardens,54.595289,-5.875440
700000000796,Lower Shankill,54.603553,-5.941942
700000000797,Orangefield Road,54.592514,-5.877267
700000000798,Agnes Street,54.603875,-5.946389
700000000799,Bloomfield Roundabout,54.591294,-5.880806
700000000800,Shankill Road (Co-op),54.604047,-5.949659
700000000801,Litchfield Avenue,54.592544,-5.883914
700000000802,Berlin Street,54.604213,-5.952309
700000000803,Holycroft Avenue,54.593179,-5.888203
700000000804,Tennent Street,54.604327,-5.954303
700000000805,Abetta Parade,54.592173,-5.890414
700000000806,Glenwood Street,54.604434,-5.955986
700000000807,Elmgrove,54.591563,-5.892880
700000000808,Mayo Street,54.605704,-5.959518
700000000809,Clara Street,54.591682,-5.895323
700000000810,Woodvale Avenue,54.606909,-5.961975
700000000811,Trillick Street,54.592306,-5.898264
700000000812,Woodvale Park,54.607882,-5.963030
700000000813,Calvin Street,54.592647,-5.901641
700000000814,Woodvale Park (Ballygomartin),54.609037,-5.964816
700000000815,Stock Brothers,54.594591,-5.868574
700000000816,Springhill Primary School,54.602828,-5.981903
700000000818,Ballygomartin (Highcliffe Gardens),54.604220,-5.980056
700000000819,King's Road,54.592663,-5.867570
700000000820,Ballymagarry Lane,54.605703,-5.978435
700000000821,Clara Park,54.590372,-5.864411
700000000822,Lyndhurst Gardens,54.607745,-5.974854
700000000824,Ballygomartin (West Circular Road),54.608842,-5.972699
700000000826,Ballygomartin (Glencairn Cres),54.609773,-5.970094
700000000828,Springhill Primary School,54.602742,-5.981771
700000000830,Springmartin Road,54.601655,-5.981742
700000000831,Clara Park,54.590474,-5.864854
700000000832,Woodvale Park (Ballygomartin),54.609504,-5.967046
700000000833,King's Road,54.592542,-5.867698
700000000834,Springmartin Road,54.601414,-5.981688
700000000836,Ballygomartin (Glencairn Cresc),54.609662,-5.969091
700000000837,Hewitt Parade,54.594198,-5.868506
700000000838,Ballygomartin (West Circular Road),54.608085,-5.973818
700000000839,24 Clarawood Park,54.584737,-5.865131
700000000840,Ballygomartin Road,54.606828,-5.976500
700000000842,Forthriver Road (Ballygomartin),54.610193,-5.972893
700000000843,13 Clarawood Estate,54.585525,-5.866909
700000000844,Forthriver Pass,54.612009,-5.974836
700000000845,117 Clarawood Park,54.585419,-5.869097
700000000846,Forthriver Scout Hall,54.613250,-5.976770
700000000847,Clarawood Flats,54.585559,-5.868956
700000000848,Forthriver Way,54.615344,-5.978726
700000000849,Clarawood Grove,54.586253,-5.870028
700000000850,Forthriver Drive,54.616594,-5.980367
700000000851,13 Clarawood Park,54.588067,-5.868714
700000000852,Glencairn Mission Hall,54.618609,-5.981990
700000000853,4 Clarawood Park,54.588128,-5.867914
700000000854,Forthriver Parade,54.620693,-5.984534
700000000855,10 Castlehill Road,54.595469,-5.845859
700000000856,Glencairn (Forthriver Road),54.621309,-5.984656
700000000857,Campbell College Grounds,54.598173,-5.845122
700000000858,Forthriver Dale,54.620027,-5.983182
700000000859,43 Castlehill Road,54.598448,-5.844947
700000000860,Glencairn Mission Hall,54.618921,-5.982067
700000000861,96 Castlehill Road,54.602730,-5.843787
700000000862,Forthriver Drive,54.616925,-5.980430
700000000863,123 Castlehill Road,54.602813,-5.843717
700000000864,Forthriver Way,54.614728,-5.977767
700000000866,Forthriver Scout Hall,54.613079,-5.976227
700000000867,Stoney Road,54.594885,-5.824306
700000000868,Forthriver Pass,54.612067,-5.974703
700000000869,Holywood Arches,54.597613,-5.887634
700000000870,Forthriver Road (Ballygomartin),54.610503,-5.972783
700000000871,Grampian Avenue,54.597233,-5.885476
700000000872,Mount Eden Court,54.610564,-5.963245
700000000873,Irwin Avenue,54.596517,-5.883115
700000000874,Woodvale Parade,54.611576,-5.963389
700000000875,Clonlee Drive,54.596193,-5.877803
700000000876,Woodvale Road,54.612623,-5.963817
700000000877,North Road,54.595767,-5.873983
700000000878,Ardoyne Shops,54.614524,-5.966171
700000000879,Castleview Terrace,54.595424,-5.870930
700000000881,Ballyhackamore,54.595306,-5.870702
700000000882,Everton Complex,54.615988,-5.968422
700000000883,North Road,54.596050,-5.876658
700000000884,Somerdale Park,54.616639,-5.969415
700000000885,Wynfield Court,54.596112,-5.878941
700000000886,Mercy Primary School,54.617549,-5.970743
700000000887,Beersbridge Road,54.596279,-5.882427
700000000888,Abbeydale Park,54.618251,-5.971835
700000000889,Holywood Arches,54.597447,-5.887494
700000000890,Wheatfield Gardens,54.619114,-5.973205
700000000891,Montgomery Road,54.579950,-5.877822
700000000892,Glenside Park,54.620567,-5.975501
700000000894,Crumlin Road (Glenbank Corner),54.622041,-5.976916
700000000895,Greenwood  Primary,54.594895,-5.860766
700000000896,28 Ligoniel Road,54.623782,-5.977303
700000000898,Ligoniel Park,54.624108,-5.979412
700000000899,Knock Road,54.594788,-5.857364
700000000900,78 Ligoniel Road,54.624977,-5.981993
700000000901,Hawthorden Court,54.594539,-5.851920
700000000902,Ligoniel Community Centre,54.625858,-5.983644
700000000903,Cabin Hill,54.594450,-5.849061
700000000904,Wolfhill Centre,54.627306,-5.985801
700000000905,Stormont Park,54.594484,-5.844589
700000000906,Ligoniel Place,54.628456,-5.987216
700000000907,Stormont,54.594567,-5.842258
700000000908,252 Ligoniel Road,54.629567,-5.988178
700000000909,Stormont Court,54.594743,-5.836730
700000000910,Wolfhill,54.631425,-5.989910
700000000911,Rosepark,54.594963,-5.831221
700000000912,297 Ligoniel Road,54.629398,-5.987836
700000000913,Dundonald House,54.594218,-5.826055
700000000914,Donegall Street,54.604327,-5.931157
700000000915,Dundonald Cemetery,54.594384,-5.819117
700000000916,Donegall Street,54.604951,-5.931884
700000000917,Comber Road,54.595021,-5.814871
700000000918,Clifton Street,54.605767,-5.933341
700000000919,Ulster Hospital,54.595005,-5.811679
700000000920,Carlisle Circus (Clifton Street),54.607103,-5.935949
700000000921,Ulster Hospital,54.595149,-5.811677
700000000922,Crumlin Road (Mater Hospital),54.608226,-5.940117
700000000923,Comber Road,54.594880,-5.814796
700000000924,Crumlin Road (Agnes Street),54.609036,-5.944239
700000000925,Dundonald Cemetery,54.594204,-5.820231
700000000926,Jaffa Street,54.610025,-5.949200
700000000927,Ardcarn,54.594036,-5.823560
700000000928,St Mary's,54.610339,-5.950873
700000000929,Rosepark,54.594485,-5.827846
700000000930,Tennent Street,54.610948,-5.953985
700000000931,Summerhill Avenue,54.594768,-5.835106
700000000932,Flax Street,54.611528,-5.956877
700000000933,Stormont Court,54.594575,-5.838634
700000000934,Ardoyne,54.613089,-5.963025
700000000935,Stormont,54.594486,-5.841723
700000000936,Mountainhill Walk,54.628222,-5.985318
700000000937,Stormont Park,54.594399,-5.844457
700000000938,Old Mill Road,54.628677,-5.982959
700000000939,Cabin Hill,54.594331,-5.847997
700000000940,Ligoniel,54.627898,-5.979860
700000000941,Hawthorden Court,54.594355,-5.850059
700000000942,Mountainhill Road,54.628515,-5.983502
700000000943,Knock Road,54.594670,-5.857120
700000000944,190 Ligoniel Road,54.627580,-5.985952
700000000946,Ligoniel Church,54.626795,-5.984682
700000000947,Belmont Church Road,54.594860,-5.862420
700000000948,133 Ligoniel Road,54.625252,-5.982376
700000000949,Astoria Gardens,54.594969,-5.865203
700000000950,Ligoniel Park,54.624366,-5.980057
700000000951,Hillview Avenue,54.595075,-5.867242
700000000952,37 Ligoniel Road,54.623910,-5.978060
700000000954,Leggagh Court,54.624051,-5.975687
700000000956,Tedburn Park,54.624195,-5.974027
700000000960,Bilston Road,54.623344,-5.972285
700000000962,Ballysillan Leisure Centre,54.624316,-5.970070
700000000964,Silverstream Gardens,54.625681,-5.968235
700000000966,Churchview,54.628364,-5.966512
700000000968,Ballysillan Drive,54.629625,-5.968092
700000000970,Ballysillan Avenue,54.631421,-5.970376
700000000972,Silverstream (Ballysillan Park),54.631559,-5.970281
700000000974,Clareglen,54.630317,-5.968641
700000000976,Bradbury Place,54.588989,-5.934572
700000000977,University Road,54.586803,-5.935692
700000000978,Ballysillan Road,54.629778,-5.963147
700000000979,Queen's University,54.584243,-5.936436
700000000980,Carr's Glen,54.630482,-5.961960
700000000981,Ulster Museum,54.582289,-5.936232
700000000982,Wallasey Park,54.628855,-5.964142
700000000983,Ashby Buildings,54.580546,-5.935351
700000000984,Formby Park,54.627956,-5.965217
700000000985,Sandhurst Drive,54.578573,-5.934077
700000000986,Silverstream Gardens,54.625489,-5.968325
700000000987,Stranmillis Mews,54.576103,-5.933127
700000000988,Bilston Road,54.623507,-5.972812
700000000989,Stranmillis College,54.573174,-5.933046
700000000990,Tedburn Park,54.624349,-5.974553
700000000991,Sharman Road,54.571699,-5.934420
700000000992,Crumlin Road (Glenbank Corner),54.622998,-5.976250
700000000993,Richmond Park,54.570084,-5.938459
700000000994,Glenside Park,54.620711,-5.975515
700000000995,Stranmillis (Broomhill Park),54.569818,-5.941096
700000000996,Abbeydale Park,54.618385,-5.971863
700000000997,Richmond Park,54.570256,-5.938136
700000000999,Sharman Road,54.572030,-5.934205
700000001000,Somerdale Park,54.616557,-5.968895
700000001001,Stranmillis College,54.574445,-5.933246
700000001002,Everton Complex,54.615798,-5.967923
700000001003,Ridgeway Street,54.577217,-5.933714
700000001005,Ashby Buildings,54.580089,-5.935292
700000001006,Ardoyne Shops,54.614266,-5.965542
700000001007,Ulster Museum,54.582577,-5.936492
700000001008,Woodvale Road (Twaddell),54.613087,-5.963909
700000001009,Queen's University,54.584881,-5.936436
700000001010,Mount Eden Court,54.610516,-5.963054
700000001011,University Road,54.587273,-5.935908
700000001012,Woodvale Road Youth Club,54.609264,-5.962855
700000001013,Bradbury Place,54.588648,-5.935112
700000001014,Woodvale Park,54.607816,-5.962853
700000001016,Cambrai Street,54.606408,-5.960532
700000001017,Duncrue Street (Northern Road),54.613945,-5.919968
700000001018,Mayo Street,54.605666,-5.959282
700000001019,Duncrue Street (Milewater Road),54.616796,-5.918290
700000001020,Glenwood Street,54.604716,-5.956990
700000001021,Duncrue Street (McKee Building),54.619323,-5.914968
700000001022,Tennent Street,54.604472,-5.954844
700000001023,Duncrue Street (Powerplant Trade),54.620540,-5.913210
700000001024,Berlin Street,54.604368,-5.952231
700000001025,Bretland House,54.621686,-5.913367
700000001026,Shankill Road (Co-op),54.604157,-5.948229
700000001027,Duncrue Road (Scruttons),54.622426,-5.915794
700000001028,Agnes Street,54.604033,-5.945986
700000001029,Duncrue Pass,54.623760,-5.915442
700000001030,Lower Shankill,54.603721,-5.942021
700000001031,Duncrue Road (Musgrave Cash & Carry),54.625962,-5.914909
700000001032,Peter's Hill,54.603345,-5.937290
700000001033,Dargan Crescent (Auto Trader),54.626426,-5.912815
700000001034,North Street,54.602721,-5.933512
700000001035,Dargan Crescent (BKB Bathroom),54.626433,-5.909824
700000001036,Ardoyne,54.613081,-5.962467
700000001037,Dargan Crescent (Vodafone),54.627551,-5.908040
700000001038,Cambrai Street,54.611456,-5.956049
700000001039,Dargan Road (Powerteam),54.629835,-5.906942
700000001040,Tennent Street,54.610832,-5.952858
700000001041,Westbank Road (Thomas Johnston),54.629422,-5.895772
700000001042,Century Street,54.609906,-5.948182
700000001043,Westbank Road (Norse Merchant),54.630363,-5.893645
700000001044,Crumlin Road (Agnes Street),54.609076,-5.943840
700000001045,Westbank Road (Express Hoses),54.631994,-5.890189
700000001046,Crumlin Road (Mater Hospital),54.608206,-5.939356
700000001047,Westbank Road (last stop outward),54.634104,-5.886391
700000001048,Carlisle Circus (Clifton Street),54.607306,-5.936077
700000001049,Westbank Road (first stop inward),54.633831,-5.886505
700000001050,Clifton Street,54.606122,-5.933763
700000001051,Westbank Road (Liverpool Ferry),54.631736,-5.890397
700000001052,Donegall Street,54.604869,-5.931628
700000001053,Westbank Road (Norse Merchant),54.630891,-5.892068
700000001054,Oldpark Road (Agnes Street),54.609916,-5.947036
700000001055,Westbank Road (last stop inward),54.630124,-5.893824
700000001056,Oldpark Library,54.610963,-5.948036
700000001057,Dargan Road (Powerteam),54.629621,-5.907448
700000001058,Hillview Road,54.612268,-5.947992
700000001059,Duncrue Street (BCC Contract Services),54.628100,-5.914433
700000001060,Churchview Court,54.614394,-5.949268
700000001061,Duncrue Road (Musgrave Cash & Carry),54.625544,-5.914761
700000001062,Ardoyne Avenue,54.615728,-5.951102
700000001063,Duncrue Road (Pickfords),54.623448,-5.915350
700000001064,Marrowbone Park,54.616795,-5.953421
700000001065,Duncrue Street (McKee Building),54.619668,-5.914320
700000001066,Deerpark Road (The Park),54.617854,-5.954315
700000001067,Duncrue Street (Ulsterbus),54.615195,-5.919127
700000001068,Torrens Crescent,54.619223,-5.953409
700000001069,Malone Road (Eglantine Ave),54.581218,-5.938172
700000001070,Cliftonville Circus,54.621548,-5.955216
700000001071,Malone Road (Chlorine Gardens),54.579790,-5.938948
700000001072,Dunkeld Gardens,54.622890,-5.959252
700000001073,Malone Road (Sans Souci Park),54.577692,-5.941501
700000001075,Malone Road (Beechlands),54.576068,-5.944146
700000001076,Deerpark Road,54.623942,-5.961741
700000001077,Malone Road (Notting Hill),54.573125,-5.946695
700000001078,Joanmount Park,54.625377,-5.963788
700000001079,Malone Road (Cranmore Park),54.571077,-5.947147
700000001080,Oldpark Shops,54.626650,-5.965818
700000001081,Malone Road (Osbourne),54.568496,-5.948244
700000001082,Oldpark Shops,54.626392,-5.965189
700000001083,Malone Road (Bladon Drive),54.567266,-5.949301
700000001084,Carr's Glen Primary School,54.624817,-5.962772
700000001085,Malone Road (Myrtlefield Park),54.565785,-5.950303
700000001086,Deerpark Road,54.623828,-5.961389
700000001087,Newforge Lane,54.555422,-5.948712
700000001088,Dunkeld Gardens,54.622861,-5.958769
700000001089,Malone Road (Balmoral Avenue),54.562665,-5.952183
700000001090,Cliftonville Circus,54.622054,-5.956226
700000001091,Malone Road (Mount Eden Park),54.560820,-5.953072
700000001092,Oldpark Road,54.620607,-5.954009
700000001093,Malone Road (Malone Hill Park),54.559713,-5.954172
700000001095,Torrens Crescent,54.619263,-5.953305
700000001096,Malone Road (Bristow Park),54.557970,-5.959357
700000001097,Deerpark Road (The Park),54.618335,-5.953633
700000001098,Upper Malone Road (Greenview Park),54.557575,-5.962336
700000001099,Marrowbone Park,54.616869,-5.953351
700000001100,Upper Malone Road (Malton Drive),54.555747,-5.965687
700000001102,Upper Malone Road (Dub Lane),54.555005,-5.967487
700000001103,Oldpark Ave,54.615234,-5.950264
700000001104,Upper Malone Road (Malone Heights),54.554158,-5.971072
700000001105,Hillview Road,54.612663,-5.947752
700000001106,Upper Malone Road (Malone View),54.552500,-5.974191
700000001107,Hillview Court,54.611760,-5.947850
700000001108,Finaghy Road South (Trossachs),54.551616,-5.976441
700000001109,Oldpark Road (Agnes Street),54.610197,-5.947249
700000001110,Chippendale Court,54.553519,-5.978190
700000001111,Belfast Royal Academy,54.613931,-5.937554
700000001112,Erinvale Avenue,54.555927,-5.980730
700000001113,Cliftonville Road (Academy),54.614602,-5.939866
700000001114,Finaghy Road South (De Beere Court),54.556637,-5.981031
700000001115,Manor Street,54.615666,-5.942526
700000001116,Finaghy Road South Youth Club,54.558093,-5.982427
700000001117,Glenard Brook,54.616912,-5.945436
700000001118,Finaghy Road South Health Center,54.560057,-5.984213
700000001119,Elimgrove Street,54.618374,-5.948584
700000001120,Finaghy Park Central,54.562328,-5.986276
700000001121,Knutsford Drive,54.619392,-5.950713
700000001122,Finaghy Road North (Orchardville),54.566497,-5.989934
700000001123,Kingsmere Avenue,54.620422,-5.952766
700000001124,Ladybrook Shops,54.568524,-5.992841
700000001125,Kelvin Parade,54.620125,-5.951962
700000001126,Ladybrook Avenue,54.566691,-5.997398
700000001127,Chestnut Gardens,54.617595,-5.946804
700000001128,Ladybrook Cross,54.565973,-6.000346
700000001129,Glenard Brook,54.616810,-5.944961
700000001130,Ladybrook (Turning Circle),54.565541,-6.000087
700000001131,Manor Street,54.615572,-5.942114
700000001132,Ladybrook Avenue,54.566804,-5.997239
700000001133,Cliftonville Road (Academy),54.614317,-5.938413
700000001134,Ladybrook Shops,54.568633,-5.992805
700000001135,Duncairn Gardens,54.614997,-5.936588
700000001136,Finaghy Road North (Orchardville),54.566268,-5.989524
700000001137,Halliday's Road,54.614047,-5.934249
700000001138,Finaghy Park Central,54.562201,-5.986031
700000001139,Edlingham Street,54.613158,-5.931715
700000001140,Finaghy Road South Health Center,54.560404,-5.984339
700000001141,Adam Street,54.612371,-5.929671
700000001142,Benmore Walk,54.555358,-5.979715
700000001143,North City Business Centre,54.611643,-5.927695
700000001144,Chippendale Court,54.553595,-5.978089
700000001145,North City Business Centre,54.612097,-5.929242
700000001146,Finaghy Rd South (Trossachs),54.551955,-5.976521
700000001147,Adam Street,54.612421,-5.930048
700000001148,Malone View,54.552269,-5.974648
700000001149,Edlingham Street,54.613256,-5.932298
700000001150,Malone Heights,54.554593,-5.969877
700000001151,Halliday's Road,54.614257,-5.934998
700000001152,Malton Drive,54.555999,-5.965417
700000001153,Carlisle Circus (Antrim Road),54.608259,-5.936634
700000001154,Fleming Fulton,54.556953,-5.963762
700000001155,Lincoln Avenue,54.608986,-5.936395
700000001156,Harberton Park,54.557758,-5.961983
700000001157,Kane Cottage,54.611463,-5.936014
700000001158,House of Sport,54.558067,-5.958577
700000001159,New Lodge Road,54.613023,-5.936165
700000001160,Malone Road (Malone Hill Park),54.559476,-5.954567
700000001161,Cliftonville Road,54.614332,-5.936834
700000001162,Malone Road (Mount Eden Park),54.560961,-5.953148
700000001164,Malone Road (Balmoral Avenue),54.564003,-5.951693
700000001165,Antrim Road (Eia Street),54.615569,-5.937511
700000001166,Malone Road (Myrtlefield Park),54.565486,-5.950645
700000001167,Waterworks,54.617424,-5.938280
700000001168,Malone Road (Bladon Drive),54.568506,-5.948492
700000001169,Richmond Lane,54.619284,-5.938599
700000001170,Malone Road (Cranmore Park),54.571618,-5.947385
700000001171,Willowbank Gardens,54.621915,-5.938187
700000001172,Malone Road (Notting Hill),54.573164,-5.946853
700000001173,Kansas Avenue,54.624035,-5.938532
700000001174,Malone Road (Victoria College),54.574119,-5.946264
700000001175,Antrim Road (Salisbury Avenue),54.626175,-5.937979
700000001176,Malone Road (Adelaide Park),54.575700,-5.944962
700000001177,Firmount,54.628330,-5.938916
